filename,original_filename,degradation_type,width,height,blur_score,brightness,contrast,quality_issues,quality_status,cnn_predicted_degradation_type,cnn_prediction_confidence,cnn_prediction_correct
0000009_01339_d_0000005_noise.jpg,0000009_01339_d_0000005.jpg,noise,1360,765,2611.98,134.31,49.52,none,usable,original,0.6135912,False
0000009_03179_d_0000010_noise.jpg,0000009_03179_d_0000010.jpg,noise,1360,765,1357.53,126.39,48.32,none,usable,original,0.57736325,False
0000009_04379_d_0000013_noise.jpg,0000009_04379_d_0000013.jpg,noise,1360,765,1674.54,147.53,71.09,none,usable,original,0.5829798,False
0000025_00140_d_0000001_noise.jpg,0000025_00140_d_0000001.jpg,noise,1360,765,1634.91,110.31,48.06,none,usable,original,0.5058314,False
0000025_02087_d_0000003_original.jpg,0000025_02087_d_0000003.jpg,original,1360,765,1548.63,136.68,47.25,none,usable,noise,0.48428917,False
0000025_02891_d_0000004_original.jpg,0000025_02891_d_0000004.jpg,original,1360,765,1113.01,131.49,34.94,low_contrast,not_usable,noise,0.51904035,False
0000025_03777_d_0000005_dark.jpg,0000025_03777_d_0000005.jpg,dark,1360,765,206.14,105.33,30.99,low_contrast,not_usable,original,0.26161435,False
0000025_03777_d_0000005_noise.jpg,0000025_03777_d_0000005.jpg,noise,1360,765,1645.88,136.84,38.22,none,usable,original,0.37307367,False
0000025_03777_d_0000005_original.jpg,0000025_03777_d_0000005.jpg,original,1360,765,305.04,136.87,37.41,none,usable,blur,0.5903777,False
0000028_00122_d_0000001_bright.jpg,0000028_00122_d_0000001.jpg,bright,960,540,503.89,130.32,40.94,none,usable,original,0.50711936,False
0000028_00122_d_0000001_lowcontrast.jpg,0000028_00122_d_0000001.jpg,lowcontrast,960,540,100.71,59.79,17.87,"underexposed, low_contrast",not_usable,dark,0.764144,False
0000028_00122_d_0000001_noise.jpg,0000028_00122_d_0000001.jpg,noise,960,540,955.89,59.82,34.36,"underexposed, low_contrast",not_usable,dark,0.8960262,False
0000028_00122_d_0000001_original.jpg,0000028_00122_d_0000001.jpg,original,960,540,350.11,59.65,34.21,"underexposed, low_contrast",not_usable,dark,0.85847646,False
0000053_00539_d_0000002_lowcontrast.jpg,0000053_00539_d_0000002.jpg,lowcontrast,960,540,19.42,29.4,8.29,"blurry, underexposed, low_contrast",not_usable,dark,0.686521,False
0000053_00539_d_0000002_noise.jpg,0000053_00539_d_0000002.jpg,noise,960,540,1002.74,29.77,26.62,"underexposed, low_contrast",not_usable,dark,0.7529078,False
0000053_00539_d_0000002_original.jpg,0000053_00539_d_0000002.jpg,original,960,540,171.21,29.2,26.44,"underexposed, low_contrast",not_usable,dark,0.49491996,False
0000064_01771_d_0000003_blur.jpg,0000064_01771_d_0000003.jpg,blur,960,540,5.97,76.97,18.99,"blurry, low_contrast",not_usable,dark,0.7705543,False
0000064_01771_d_0000003_bright.jpg,0000064_01771_d_0000003.jpg,bright,960,540,165.5,138.24,28.56,low_contrast,not_usable,lowcontrast,0.51980424,False
0000064_01771_d_0000003_noise.jpg,0000064_01771_d_0000003.jpg,noise,960,540,1421.55,76.98,22.36,low_contrast,not_usable,dark,0.9899984,False
0000064_01771_d_0000003_original.jpg,0000064_01771_d_0000003.jpg,original,960,540,89.03,76.97,20.93,"blurry, low_contrast",not_usable,dark,0.9777729,False
0000067_00249_d_0000001_noise.jpg,0000067_00249_d_0000001.jpg,noise,1360,765,1006.01,141.89,40.99,none,usable,original,0.45947534,False
0000067_01852_d_0000003_blur.jpg,0000067_01852_d_0000003.jpg,blur,1360,765,1.99,123.78,27.64,"blurry, low_contrast",not_usable,lowcontrast,0.7861871,False
0000067_01852_d_0000003_noise.jpg,0000067_01852_d_0000003.jpg,noise,1360,765,716.18,123.73,30.08,low_contrast,not_usable,dark,0.4634039,False
0000067_01852_d_0000003_original.jpg,0000067_01852_d_0000003.jpg,original,1360,765,218.4,123.78,29.71,low_contrast,not_usable,dark,0.64812267,False
0000067_03139_d_0000005_noise.jpg,0000067_03139_d_0000005.jpg,noise,1360,765,660.23,124.17,33.2,low_contrast,not_usable,dark,0.6611709,False
0000067_03139_d_0000005_original.jpg,0000067_03139_d_0000005.jpg,original,1360,765,301.85,124.2,32.96,low_contrast,not_usable,dark,0.79841006,False
0000067_04055_d_0000006_blur.jpg,0000067_04055_d_0000006.jpg,blur,1360,765,7.31,143.03,34.04,"blurry, low_contrast",not_usable,lowcontrast,0.8810894,False
0000067_04055_d_0000006_noise.jpg,0000067_04055_d_0000006.jpg,noise,1360,765,720.44,143.05,35.39,none,usable,dark,0.51255035,False
0000067_04055_d_0000006_original.jpg,0000067_04055_d_0000006.jpg,original,1360,765,78.88,143.02,34.95,"blurry, low_contrast",not_usable,lowcontrast,0.5064577,False
0000075_00109_d_0000001_noise.jpg,0000075_00109_d_0000001.jpg,noise,1920,1080,1325.96,90.36,58.21,none,usable,original,0.61571634,False
0000075_00586_d_0000002_noise.jpg,0000075_00586_d_0000002.jpg,noise,1920,1080,712.38,93.13,61.34,none,usable,original,0.5763628,False
0000075_01250_d_0000004_noise.jpg,0000075_01250_d_0000004.jpg,noise,1920,1080,1157.75,72.71,52.69,none,usable,original,0.5916358,False
0000075_01634_d_0000005_noise.jpg,0000075_01634_d_0000005.jpg,noise,1920,1080,1111.19,91.4,56.97,none,usable,original,0.5639081,False
0000077_00075_d_0000001_blur.jpg,0000077_00075_d_0000001.jpg,blur,1360,765,2.21,126.46,30.07,"blurry, low_contrast",not_usable,lowcontrast,0.9757205,False
0000077_00075_d_0000001_noise.jpg,0000077_00075_d_0000001.jpg,noise,1360,765,1686.19,126.46,34.14,low_contrast,not_usable,lowcontrast,0.60198295,False
0000077_00075_d_0000001_original.jpg,0000077_00075_d_0000001.jpg,original,1360,765,541.44,126.47,33.34,low_contrast,not_usable,lowcontrast,0.56080055,False
0000077_00435_d_0000002_blur.jpg,0000077_00435_d_0000002.jpg,blur,1360,765,2.57,124.19,27.97,"blurry, low_contrast",not_usable,lowcontrast,0.9417867,False
0000077_00435_d_0000002_noise.jpg,0000077_00435_d_0000002.jpg,noise,1360,765,1728.45,124.17,32.05,low_contrast,not_usable,lowcontrast,0.40349582,False
0000077_00435_d_0000002_original.jpg,0000077_00435_d_0000002.jpg,original,1360,765,579.54,124.19,31.2,low_contrast,not_usable,lowcontrast,0.4613915,False
0000077_00922_d_0000003_blur.jpg,0000077_00922_d_0000003.jpg,blur,1360,765,5.32,132.86,33.82,"blurry, low_contrast",not_usable,lowcontrast,0.9479868,False
0000077_00922_d_0000003_original.jpg,0000077_00922_d_0000003.jpg,original,1360,765,585.92,132.86,36.34,none,usable,noise,0.44232613,False
0000077_03026_d_0000008_noise.jpg,0000077_03026_d_0000008.jpg,noise,1360,765,1680.74,137.68,56.24,none,usable,original,0.51492655,False
0000077_03459_d_0000009_blur.jpg,0000077_03459_d_0000009.jpg,blur,1360,765,11.21,127.48,35.71,blurry,not_usable,lowcontrast,0.8553062,False
0000077_03459_d_0000009_noise.jpg,0000077_03459_d_0000009.jpg,noise,1360,765,882.06,127.48,37.46,none,usable,lowcontrast,0.56494737,False
0000077_03459_d_0000009_original.jpg,0000077_03459_d_0000009.jpg,original,1360,765,389.07,127.47,37.16,none,usable,lowcontrast,0.5712842,False
0000077_03970_d_0000010_original.jpg,0000077_03970_d_0000010.jpg,original,1360,765,894.08,134.18,39.89,none,usable,noise,0.4952321,False
0000077_04434_d_0000011_original.jpg,0000077_04434_d_0000011.jpg,original,1360,765,906.93,127.17,45.31,none,usable,noise,0.4838589,False
0000088_00131_d_0000001_lowcontrast.jpg,0000088_00131_d_0000001.jpg,lowcontrast,960,540,354.76,100.6,25.3,low_contrast,not_usable,dark,0.8097262,False
0000088_00131_d_0000001_noise.jpg,0000088_00131_d_0000001.jpg,noise,960,540,1692.1,98.59,41.71,none,usable,dark,0.39542925,False
0000088_00460_d_0000002_noise.jpg,0000088_00460_d_0000002.jpg,noise,960,540,1220.58,104.8,41.55,none,usable,dark,0.36732295,False
0000088_00883_d_0000003_noise.jpg,0000088_00883_d_0000003.jpg,noise,960,540,1053.02,103.18,41.67,none,usable,original,0.43257037,False
0000088_01675_d_0000005_lowcontrast.jpg,0000088_01675_d_0000005.jpg,lowcontrast,960,540,316.22,99.8,25.14,low_contrast,not_usable,dark,0.60052806,False
0000088_01675_d_0000005_noise.jpg,0000088_01675_d_0000005.jpg,noise,960,540,1828.96,97.88,40.96,none,usable,original,0.4886638,False
0000097_03806_d_0000033_original.jpg,0000097_03806_d_0000033.jpg,original,960,540,1220.57,109.39,38.77,none,usable,noise,0.38274372,False
0000097_04301_d_0000034_lowcontrast.jpg,0000097_04301_d_0000034.jpg,lowcontrast,960,540,675.6,113.76,31.49,low_contrast,not_usable,dark,0.53273493,False
0000097_04301_d_0000034_noise.jpg,0000097_04301_d_0000034.jpg,noise,960,540,2437.33,114.37,51.18,none,usable,dark,0.57657236,False
0000097_04301_d_0000034_original.jpg,0000097_04301_d_0000034.jpg,original,960,540,1814.4,114.37,50.94,none,usable,dark,0.48679957,False
0000097_04611_d_0000035_noise.jpg,0000097_04611_d_0000035.jpg,noise,960,540,1803.76,118.3,48.98,none,usable,dark,0.35479042,False
0000097_04848_d_0000036_noise.jpg,0000097_04848_d_0000036.jpg,noise,960,540,1058.28,113.66,46.6,none,usable,original,0.43512437,False
0000097_05867_d_0000040_noise.jpg,0000097_05867_d_0000040.jpg,noise,960,540,1231.6,106.17,41.07,none,usable,dark,0.62967163,False
0000097_05867_d_0000040_original.jpg,0000097_05867_d_0000040.jpg,original,960,540,596.33,106.19,40.7,none,usable,dark,0.663185,False
0000097_06766_d_0000042_noise.jpg,0000097_06766_d_0000042.jpg,noise,960,540,1752.86,115.53,51.87,none,usable,original,0.5576941,False
0000097_07764_d_0000044_noise.jpg,0000097_07764_d_0000044.jpg,noise,960,540,1827.37,107.07,49.85,none,usable,original,0.5050008,False
0000097_08251_d_0000045_original.jpg,0000097_08251_d_0000045.jpg,original,960,540,1464.87,108.68,41.97,none,usable,noise,0.5619054,False
0000097_08351_d_0000046_original.jpg,0000097_08351_d_0000046.jpg,original,960,540,643.61,106.01,39.84,none,usable,noise,0.57344776,False
0000097_08483_d_0000047_original.jpg,0000097_08483_d_0000047.jpg,original,960,540,1264.32,106.81,35.41,none,usable,noise,0.5837456,False
0000097_08841_d_0000049_bright.jpg,0000097_08841_d_0000049.jpg,bright,960,540,1158.74,151.71,35.89,none,usable,noise,0.31800216,False
0000097_08841_d_0000049_noise.jpg,0000097_08841_d_0000049.jpg,noise,960,540,1305.68,105.41,33.42,low_contrast,not_usable,dark,0.77739584,False
0000097_08841_d_0000049_original.jpg,0000097_08841_d_0000049.jpg,original,960,540,949.71,105.4,33.16,low_contrast,not_usable,dark,0.7717512,False
0000097_09340_d_0000050_noise.jpg,0000097_09340_d_0000050.jpg,noise,960,540,1842.95,117.44,32.77,low_contrast,not_usable,dark,0.7149379,False
0000097_09340_d_0000050_original.jpg,0000097_09340_d_0000050.jpg,original,960,540,1206.07,117.46,32.3,low_contrast,not_usable,dark,0.7366397,False
0000097_09823_d_0000051_noise.jpg,0000097_09823_d_0000051.jpg,noise,960,540,1439.62,116.23,32.66,low_contrast,not_usable,dark,0.6554932,False
0000097_09823_d_0000051_original.jpg,0000097_09823_d_0000051.jpg,original,960,540,1082.66,116.21,32.4,low_contrast,not_usable,dark,0.6935436,False
0000097_10322_d_0000052_noise.jpg,0000097_10322_d_0000052.jpg,noise,960,540,1835.56,115.65,34.64,low_contrast,not_usable,dark,0.8626372,False
0000097_10322_d_0000052_original.jpg,0000097_10322_d_0000052.jpg,original,960,540,1481.93,115.64,34.39,low_contrast,not_usable,dark,0.8685805,False
0000097_11320_d_0000054_noise.jpg,0000097_11320_d_0000054.jpg,noise,960,540,2080.64,108.65,36.74,none,usable,dark,0.8695825,False
0000097_11320_d_0000054_original.jpg,0000097_11320_d_0000054.jpg,original,960,540,732.06,108.63,35.83,none,usable,dark,0.7610231,False
0000097_11819_d_0000055_noise.jpg,0000097_11819_d_0000055.jpg,noise,960,540,3084.16,110.94,34.05,low_contrast,not_usable,dark,0.9085836,False
0000097_11819_d_0000055_original.jpg,0000097_11819_d_0000055.jpg,original,960,540,1763.92,110.94,33.15,low_contrast,not_usable,dark,0.83589005,False
0000104_00100_d_0000056_original.jpg,0000104_00100_d_0000056.jpg,original,1360,765,164.11,87.99,36.62,none,usable,noise,0.4107634,False
0000104_01968_d_0000063_original.jpg,0000104_01968_d_0000063.jpg,original,1360,765,278.34,86.75,40.38,none,usable,noise,0.50907654,False
0000104_02076_d_0000064_blur.jpg,0000104_02076_d_0000064.jpg,blur,1360,765,24.7,93.59,39.13,blurry,not_usable,original,0.483513,False
0000104_02076_d_0000064_original.jpg,0000104_02076_d_0000064.jpg,original,1360,765,309.9,93.58,41.91,none,usable,noise,0.53549534,False
0000104_03024_d_0000067_blur.jpg,0000104_03024_d_0000067.jpg,blur,1360,765,13.55,82.88,34.04,"blurry, low_contrast",not_usable,original,0.4310327,False
0000104_03024_d_0000067_original.jpg,0000104_03024_d_0000067.jpg,original,1360,765,152.37,82.88,35.73,none,usable,noise,0.46500012,False
0000104_03451_d_0000068_blur.jpg,0000104_03451_d_0000068.jpg,blur,1360,765,4.09,87.29,29.59,"blurry, low_contrast",not_usable,dark,0.513978,False
0000104_03451_d_0000068_noise.jpg,0000104_03451_d_0000068.jpg,noise,1360,765,1230.09,87.29,31.93,low_contrast,not_usable,dark,0.9105229,False
0000104_03451_d_0000068_original.jpg,0000104_03451_d_0000068.jpg,original,1360,765,88.28,87.3,31.08,"blurry, low_contrast",not_usable,dark,0.7457226,False
0000119_00050_d_0000078_lowcontrast.jpg,0000119_00050_d_0000078.jpg,lowcontrast,1360,765,41.72,38.85,15.61,"blurry, underexposed, low_contrast",not_usable,dark,0.78409094,False
0000119_00050_d_0000078_noise.jpg,0000119_00050_d_0000078.jpg,noise,1360,765,378.56,39.61,31.97,"underexposed, low_contrast",not_usable,original,0.47235376,False
0000119_01199_d_0000081_noise.jpg,0000119_01199_d_0000081.jpg,noise,1360,765,408.47,52.22,38.26,underexposed,not_usable,original,0.4165457,False
0000119_01590_d_0000082_noise.jpg,0000119_01590_d_0000082.jpg,noise,1360,765,644.14,60.8,41.11,none,usable,original,0.49072045,False
0000119_02380_d_0000084_lowcontrast.jpg,0000119_02380_d_0000084.jpg,lowcontrast,1360,765,83.53,61.74,22.5,"blurry, low_contrast",not_usable,dark,0.7130479,False
0000119_02380_d_0000084_noise.jpg,0000119_02380_d_0000084.jpg,noise,1360,765,614.92,59.1,41.57,underexposed,not_usable,original,0.5225433,False
0000119_02790_d_0000085_noise.jpg,0000119_02790_d_0000085.jpg,noise,1360,765,1381.98,64.96,44.67,none,usable,original,0.5473052,False
0000119_03289_d_0000086_lowcontrast.jpg,0000119_03289_d_0000086.jpg,lowcontrast,1360,765,117.43,65.28,31.97,low_contrast,not_usable,dark,0.8176334,False
0000119_03289_d_0000086_noise.jpg,0000119_03289_d_0000086.jpg,noise,1360,765,911.19,63.63,50.74,none,usable,original,0.5766069,False
0000121_01466_d_0000110_original.jpg,0000121_01466_d_0000110.jpg,original,960,540,2508.53,112.27,36.94,none,usable,noise,0.5560233,False
0000128_00022_d_0000125_noise.jpg,0000128_00022_d_0000125.jpg,noise,1920,1080,2099.35,109.06,43.3,none,usable,dark,0.886512,False
0000128_00022_d_0000125_original.jpg,0000128_00022_d_0000125.jpg,original,1920,1080,771.29,109.02,42.64,none,usable,dark,0.8097775,False
0000128_00228_d_0000126_lowcontrast.jpg,0000128_00228_d_0000126.jpg,lowcontrast,1920,1080,373.7,109.4,25.8,low_contrast,not_usable,dark,0.6755329,False
0000128_00228_d_0000126_noise.jpg,0000128_00228_d_0000126.jpg,noise,1920,1080,1318.93,109.45,41.03,none,usable,original,0.3378545,False
0000128_00510_d_0000127_noise.jpg,0000128_00510_d_0000127.jpg,noise,1920,1080,2026.92,100.43,43.3,none,usable,dark,0.82175803,False
0000128_00510_d_0000127_original.jpg,0000128_00510_d_0000127.jpg,original,1920,1080,903.47,100.39,42.78,none,usable,dark,0.60431856,False
0000128_00900_d_0000128_bright.jpg,0000128_00900_d_0000128.jpg,bright,1920,1080,1404.93,153.99,47.95,none,usable,original,0.49175975,False
0000128_00900_d_0000128_noise.jpg,0000128_00900_d_0000128.jpg,noise,1920,1080,1837.21,103.59,42.24,none,usable,dark,0.45760775,False
0000128_00900_d_0000128_original.jpg,0000128_00900_d_0000128.jpg,original,1920,1080,1052.83,103.58,41.85,none,usable,dark,0.39050215,False
0000128_01836_d_0000130_lowcontrast.jpg,0000128_01836_d_0000130.jpg,lowcontrast,1920,1080,419.16,103.93,28.33,low_contrast,not_usable,dark,0.9337317,False
0000128_01836_d_0000130_original.jpg,0000128_01836_d_0000130.jpg,original,1920,1080,928.17,104.09,41.74,none,usable,noise,0.493096,False
0000151_00030_d_0000132_noise.jpg,0000151_00030_d_0000132.jpg,noise,1920,1080,2580.21,97.95,60.75,none,usable,dark,0.47114035,False
0000151_00348_d_0000133_noise.jpg,0000151_00348_d_0000133.jpg,noise,1920,1080,2421.21,131.55,59.54,none,usable,original,0.50421363,False
0000151_01134_d_0000135_noise.jpg,0000151_01134_d_0000135.jpg,noise,1920,1080,2088.83,127.39,62.09,none,usable,original,0.5272325,False
0000151_01569_d_0000136_noise.jpg,0000151_01569_d_0000136.jpg,noise,1920,1080,1577.88,129.08,60.85,none,usable,original,0.6119448,False
0000151_02567_d_0000138_noise.jpg,0000151_02567_d_0000138.jpg,noise,1920,1080,1866.88,125.49,60.06,none,usable,original,0.5209506,False
0000151_03491_d_0000140_noise.jpg,0000151_03491_d_0000140.jpg,noise,1920,1080,1419.38,120.39,60.05,none,usable,original,0.5324453,False
0000151_03986_d_0000141_lowcontrast.jpg,0000151_03986_d_0000141.jpg,lowcontrast,1920,1080,366.84,114.57,42.37,none,usable,dark,0.6716623,False
0000151_03986_d_0000141_noise.jpg,0000151_03986_d_0000141.jpg,noise,1920,1080,2116.23,114.82,62.82,none,usable,original,0.44273695,False
0000151_04331_d_0000142_noise.jpg,0000151_04331_d_0000142.jpg,noise,1920,1080,1067.74,109.88,69.27,none,usable,original,0.65614617,False
0000168_00006_d_0000166_bright.jpg,0000168_00006_d_0000166.jpg,bright,1920,1080,2159.41,125.44,64.54,none,usable,original,0.6676944,False
0000168_00006_d_0000166_dark.jpg,0000168_00006_d_0000166.jpg,dark,1920,1080,1367.45,75.63,54.51,none,usable,original,0.36052585,False
0000168_00006_d_0000166_noise.jpg,0000168_00006_d_0000166.jpg,noise,1920,1080,2123.62,91.0,61.71,none,usable,original,0.68245816,False
0000168_00312_d_0000167_blur.jpg,0000168_00312_d_0000167.jpg,blur,1920,1080,45.08,93.27,57.4,blurry,not_usable,original,0.54333097,False
0000168_00312_d_0000167_noise.jpg,0000168_00312_d_0000167.jpg,noise,1920,1080,2783.9,93.27,61.97,none,usable,original,0.5763302,False
0000168_00804_d_0000168_noise.jpg,0000168_00804_d_0000168.jpg,noise,1920,1080,2825.14,109.88,62.19,none,usable,original,0.6057064,False
0000168_01272_d_0000169_noise.jpg,0000168_01272_d_0000169.jpg,noise,1920,1080,2418.51,89.34,64.46,none,usable,original,0.6319062,False
0000168_01491_d_0000170_lowcontrast.jpg,0000168_01491_d_0000170.jpg,lowcontrast,1920,1080,570.35,97.94,35.96,none,usable,dark,0.898983,False
0000168_01491_d_0000170_noise.jpg,0000168_01491_d_0000170.jpg,noise,1920,1080,2447.51,99.28,68.98,none,usable,original,0.6879112,False
0000168_01963_d_0000171_noise.jpg,0000168_01963_d_0000171.jpg,noise,1920,1080,2530.03,107.64,65.73,none,usable,original,0.6439416,False
0000168_03306_d_0000174_lowcontrast.jpg,0000168_03306_d_0000174.jpg,lowcontrast,1920,1080,672.67,109.26,42.88,none,usable,dark,0.7254234,False
0000168_03306_d_0000174_noise.jpg,0000168_03306_d_0000174.jpg,noise,1920,1080,2375.65,111.53,69.5,none,usable,original,0.69998634,False
0000168_03535_d_0000175_noise.jpg,0000168_03535_d_0000175.jpg,noise,1920,1080,1781.56,134.38,59.29,none,usable,original,0.58094954,False
0000185_00069_d_0000183_noise.jpg,0000185_00069_d_0000183.jpg,noise,960,540,1558.87,123.59,77.45,none,usable,original,0.5842752,False
0000185_00504_d_0000184_noise.jpg,0000185_00504_d_0000184.jpg,noise,960,540,2356.0,114.2,76.75,none,usable,original,0.4959735,False
0000185_01003_d_0000185_noise.jpg,0000185_01003_d_0000185.jpg,noise,960,540,1894.98,114.74,70.91,none,usable,original,0.55204946,False
0000185_01401_d_0000186_noise.jpg,0000185_01401_d_0000186.jpg,noise,960,540,1392.0,127.82,69.05,none,usable,original,0.68027633,False
0000188_00642_d_0000195_bright.jpg,0000188_00642_d_0000195.jpg,bright,960,540,1803.59,157.83,70.41,none,usable,original,0.40048507,False
0000188_00642_d_0000195_lowcontrast.jpg,0000188_00642_d_0000195.jpg,lowcontrast,960,540,442.19,97.67,46.42,none,usable,dark,0.9752383,False
0000188_00642_d_0000195_noise.jpg,0000188_00642_d_0000195.jpg,noise,960,540,2026.17,98.19,66.74,none,usable,dark,0.77408105,False
0000188_00642_d_0000195_original.jpg,0000188_00642_d_0000195.jpg,original,960,540,903.84,98.1,66.4,none,usable,dark,0.7873688,False
0000188_00822_d_0000196_bright.jpg,0000188_00822_d_0000196.jpg,bright,960,540,649.01,155.51,44.95,none,usable,original,0.53714275,False
0000188_00960_d_0000197_blur.jpg,0000188_00960_d_0000197.jpg,blur,960,540,4.05,105.85,22.34,"blurry, low_contrast",not_usable,lowcontrast,0.79194814,False
0000188_00960_d_0000197_noise.jpg,0000188_00960_d_0000197.jpg,noise,960,540,511.64,105.82,25.0,low_contrast,not_usable,lowcontrast,0.4768286,False
0000188_00960_d_0000197_original.jpg,0000188_00960_d_0000197.jpg,original,960,540,281.38,105.85,24.76,low_contrast,not_usable,dark,0.54693955,False
0000191_00023_d_0000203_noise.jpg,0000191_00023_d_0000203.jpg,noise,960,540,1043.63,95.02,42.18,none,usable,dark,0.7781437,False
0000191_00023_d_0000203_original.jpg,0000191_00023_d_0000203.jpg,original,960,540,818.17,95.04,42.08,none,usable,dark,0.7307428,False
0000191_00369_d_0000204_lowcontrast.jpg,0000191_00369_d_0000204.jpg,lowcontrast,960,540,288.57,91.18,26.79,low_contrast,not_usable,dark,0.83680904,False
0000191_00369_d_0000204_noise.jpg,0000191_00369_d_0000204.jpg,noise,960,540,2098.92,92.53,45.02,none,usable,dark,0.71806294,False
0000191_00369_d_0000204_original.jpg,0000191_00369_d_0000204.jpg,original,960,540,786.89,92.46,44.43,none,usable,dark,0.5596115,False
0000191_01758_d_0000207_lowcontrast.jpg,0000191_01758_d_0000207.jpg,lowcontrast,960,540,519.14,100.72,38.35,none,usable,dark,0.95888776,False
0000191_01758_d_0000207_noise.jpg,0000191_01758_d_0000207.jpg,noise,960,540,2578.17,102.16,59.18,none,usable,original,0.5692233,False
0000231_00500_d_0000002_blur.jpg,0000231_00500_d_0000002.jpg,blur,1920,1080,15.08,134.01,50.69,blurry,not_usable,original,0.4474338,False
0000231_00500_d_0000002_noise.jpg,0000231_00500_d_0000002.jpg,noise,1920,1080,1540.82,134.02,54.07,none,usable,original,0.4906701,False
0000231_01000_d_0000003_noise.jpg,0000231_01000_d_0000003.jpg,noise,1920,1080,2284.54,152.6,50.97,none,usable,original,0.50974447,False
0000231_01500_d_0000004_noise.jpg,0000231_01500_d_0000004.jpg,noise,1920,1080,1269.21,138.77,50.2,none,usable,original,0.50158805,False
0000231_02000_d_0000005_noise.jpg,0000231_02000_d_0000005.jpg,noise,1920,1080,1046.75,135.31,50.61,none,usable,original,0.5185393,False
0000231_02500_d_0000006_original.jpg,0000231_02500_d_0000006.jpg,original,1920,1080,1059.47,110.9,43.33,none,usable,noise,0.5507239,False
0000231_03500_d_0000008_noise.jpg,0000231_03500_d_0000008.jpg,noise,1920,1080,1513.89,156.53,52.21,none,usable,original,0.5561312,False
0000231_04000_d_0000009_noise.jpg,0000231_04000_d_0000009.jpg,noise,1920,1080,2052.97,156.08,47.6,none,usable,original,0.48977372,False
0000231_05000_d_0000011_noise.jpg,0000231_05000_d_0000011.jpg,noise,1920,1080,1535.87,133.87,53.57,none,usable,original,0.5391233,False
0000231_05500_d_0000012_lowcontrast.jpg,0000231_05500_d_0000012.jpg,lowcontrast,1920,1080,486.74,106.52,32.24,low_contrast,not_usable,dark,0.8953386,False
0000231_06500_d_0000014_noise.jpg,0000231_06500_d_0000014.jpg,noise,1920,1080,2216.26,116.32,52.67,none,usable,original,0.47311926,False
0000232_00000_d_0000001_noise.jpg,0000232_00000_d_0000001.jpg,noise,960,540,3432.94,118.95,60.07,none,usable,original,0.50375295,False
0000232_00400_d_0000005_noise.jpg,0000232_00400_d_0000005.jpg,noise,960,540,4244.38,112.17,56.87,none,usable,original,0.49172062,False
0000232_00500_d_0000006_noise.jpg,0000232_00500_d_0000006.jpg,noise,960,540,3065.19,113.16,56.44,none,usable,original,0.48828298,False
0000232_00600_d_0000007_noise.jpg,0000232_00600_d_0000007.jpg,noise,960,540,4021.3,116.12,57.74,none,usable,original,0.5278777,False
0000232_00700_d_0000008_noise.jpg,0000232_00700_d_0000008.jpg,noise,960,540,4261.45,115.82,55.02,none,usable,original,0.4706064,False
0000233_00755_d_0000004_noise.jpg,0000233_00755_d_0000004.jpg,noise,960,540,3149.69,122.67,61.41,none,usable,original,0.5767188,False
